,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series
0,100.0,0.0,0.0,0.25,0.5,0.5,R1,R1_series,1,1
1,100.0,100.0,0.0,0.25,0.75,0.5,R1,R1_series,1,1
2,300.0,0.0,0.0,0.5,0.5,0.5,R1,R1_series,1,1
3,300.0,100.0,0.0,0.5,0.75,0.5,R1,R1_series,1,1
4,200.0,0.0,-200.0,0.375,0.5,0.25,R2,R2_series,2,2
5,200.0,100.0,-200.0,0.375,0.75,0.25,R2,R2_series,2,2
6,250.0,0.0,-250.0,0.4375,0.5,0.1875,R3,R3_series,3,2
7,250.0,100.0,-250.0,0.4375,0.75,0.1875,R3,R3_series,3,2
8,220.0,0.0,-220.0,0.4025,0.5,0.2275,R4,R4_series,4,2
9,220.0,100.0,-220.0,0.4025,0.75,0.2275,R4,R4_series,4,2
10,230.0,0.0,-230.0,0.4125,0.5,0.2175,R5,R5_series,5,2
11,230.0,100.0,-230.0,0.4125,0.75,0.2175,R5,R5_series,5,2
12,240.0,0.0,-240.0,0.425,0.5,0.205,R6,R6_series,6,2
13,240.0,100.0,-240.0,0.425,0.75,0.205,R6,R6_series,6,2
14,210.0,0.0,-210.0,0.3875,0.5,0.2375,R7,R7_series,7,2
15,210.0,100.0,-210.0,0.3875,0.75,0.2375,R7,R7_series,7,2
16,215.0,0.0,-215.0,0.39375,0.5,0.23125,R8,R8_series,8,2
17,215.0,100.0,-215.0,0.39375,0.75,0.23125,R8,R8_series,8,2
