,X,Y,Z,X_r,Y_r,Z_r,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series
0,275.0,50.0,-200.0,0.359375,0.5,0.78125,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,seafloor,seafloor_series,1,1
1,325.0,50.0,-200.0,0.390625,0.5,0.78125,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,seafloor,seafloor_series,1,1
2,250.0,50.0,-400.0,0.34375,0.5,0.625,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,40.0,90.0,1.0,layer1,folded_series,2,2
3,300.0,50.0,-400.0,0.375,0.5,0.625,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,40.0,90.0,1.0,layer1,folded_series,2,2
4,250.0,50.0,-600.0,0.34375,0.5,0.4375,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,layer2,folded_series,3,2
5,275.0,50.0,-600.0,0.359375,0.5,0.4375,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,layer2,folded_series,3,2
6,150.0,50.0,-300.0,0.28125,0.5,0.6875,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,intrusion,intrusive_series,4,3
7,400.0,50.0,-700.0,0.4375,0.5,0.3125,1.000000000001,2.3054614646942163e-12,1.0000612323399569e-12,90.0,89.9999999999252,1.0,intrusion,intrusive_series,4,3
8,525.0,50.0,-500.0,0.515625,0.5,0.5,0.6427876096875393,1.0000469066937634e-12,0.766044443119978,50.0,90.0,1.0,basement,basement_series,5,4
9,575.0,50.0,-500.0,0.546875,0.5,0.5,0.6427876096875393,1.0000469066937634e-12,0.766044443119978,50.0,90.0,1.0,basement,basement_series,5,4
