,X,Y,Z,X_r,Y_r,Z_r,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series
0,200.0,50.0,0.0,0.3126,0.5001,0.5001,0.0,0.0,1.0,0.0,0.0,1.0,R1,R1_series,1,1
1,400.0,50.0,0.0,0.4376,0.5001,0.5001,0.0,0.0,1.0,0.0,0.0,1.0,R1,R1_series,1,1
2,250.0,50.0,-200.0,0.3431,0.5001,0.3751,1.0,0.0,0.0,90.0,0.0,1.0,R2,R2_series,2,2
3,350.0,50.0,-200.0,0.4063,0.5001,0.3751,1.0,0.0,0.0,90.0,0.0,1.0,R2,R2_series,2,2
4,250.0,50.0,-250.0,0.3431,0.5001,0.3431,0.7071,0.0,0.7071,45.0,0.0,1.0,R3,R3_series,3,3
5,350.0,50.0,-250.0,0.4063,0.5001,0.3431,0.7071,0.0,0.7071,45.0,0.0,1.0,R3,R3_series,3,3
6,250.0,50.0,-220.0,0.3431,0.5001,0.3551,0.7071,0.0,0.7071,45.0,0.0,1.0,R4,R4_series,4,4
7,350.0,50.0,-220.0,0.4063,0.5001,0.3551,0.7071,0.0,0.7071,45.0,0.0,1.0,R4,R4_series,4,4
8,250.0,50.0,-230.0,0.3431,0.5001,0.3338,0.7071,0.0,0.7071,45.0,0.0,1.0,R5,R5_series,5,5
9,350.0,50.0,-230.0,0.4063,0.5001,0.3338,0.7071,0.0,0.7071,45.0,0.0,1.0,R5,R5_series,5,5
10,250.0,50.0,-240.0,0.3431,0.5001,0.3234,1.0,0.0,0.0,90.0,0.0,1.0,R6,R6_series,6,6
11,350.0,50.0,-240.0,0.4063,0.5001,0.3234,1.0,0.0,0.0,90.0,0.0,1.0,R6,R6_series,6,6
12,250.0,50.0,-210.0,0.3431,0.5001,0.3751,0.7071,0.0,0.7071,45.0,0.0,1.0,R7,R7_series,7,7
13,350.0,50.0,-210.0,0.4063,0.5001,0.3751,0.7071,0.0,0.7071,45.0,0.0,1.0,R7,R7_series,7,7
14,250.0,50.0,-215.0,0.3431,0.5001,0.3551,0.7071,0.0,0.7071,45.0,0.0,1.0,R8,R8_series,8,8
15,350.0,50.0,-215.0,0.4063,0.5001,0.3551,0.7071,0.0,0.7071,45.0,0.0,1.0,R8,R8_series,8,8
