,X,Y,Z,X_r,Y_r,Z_r,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series
0,4750,2750,900,0,0,0,0.5,0.3,0.8,45,120,1,Sandstone,Sedimentary,1,0
1,4250,3250,850,0,0,0,0.2,0.7,0.6,30,90,1,Limestone,Sedimentary,2,0
2,3750,2250,550,0,0,0,0.8,0.4,0.4,50,150,1,Shale,Sedimentary,3,0
3,4500,3000,1100,0,0,0,0.1,0.2,0.9,60,180,1,Granite,Intrusive,4,1
4,5000,2500,1000,0,0,0,0.6,0.5,0.6,40,140,1,Sandstone,Sedimentary,1,0
5,4000,3500,800,0,0,0,0.3,0.8,0.5,35,100,1,Limestone,Sedimentary,2,0
6,4200,2500,400,0,0,0,0.9,0.3,0.3,55,160,1,Shale,Sedimentary,3,0
7,4800,3200,1200,0,0,0,0.2,0.1,0.9,65,170,1,Granite,Intrusive,4,1
8,4600,2800,900,0,0,0,0.4,0.6,0.7,45,130,1,Sandstone,Sedimentary,1,0
9,4400,2600,700,0,0,0,0.7,0.5,0.5,50,145,1,Shale,Sedimentary,3,0
10,3800,3000,600,0,0,0,0.1,0.9,0.4,30,110,1,Limestone,Sedimentary,2,0
11,5200,3000,1100,0,0,0,0.5,0.2,0.8,60,160,1,Granite,Intrusive,4,1
12,4100,2300,500,0,0,0,0.8,0.4,0.4,55,140,1,Shale,Sedimentary,3,0
