,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series
0,220.0,0.0,-220.0,0.3301,0.46885,0.7301,seafloor,seafloor_series,6,1
1,220.0,100.0,-220.0,0.3301,0.53135,0.7301,seafloor,seafloor_series,6,1
2,520.0,0.0,-220.0,0.5201,0.46885,0.7301,seafloor,seafloor_series,6,1
3,520.0,100.0,-220.0,0.5201,0.53135,0.7301,seafloor,seafloor_series,6,1
4,820.0,0.0,-220.0,0.7101,0.46885,0.7301,seafloor,seafloor_series,6,1
5,820.0,100.0,-220.0,0.7101,0.53135,0.7301,seafloor,seafloor_series,6,1
7,720.0,0.0,-480.0,0.6451,0.46885,0.57385,rock1,right_series,4,2
6,720.0,100.0,-480.0,0.6451,0.53135,0.57385,rock1,right_series,4,2
8,920.0,0.0,-480.0,0.7701,0.46885,0.57385,rock1,right_series,4,2
9,920.0,100.0,-480.0,0.7701,0.53135,0.57385,rock1,right_series,4,2
13,720.0,0.0,-720.0,0.6451,0.46885,0.4176,rock2,right_series,5,2
12,720.0,100.0,-720.0,0.6451,0.53135,0.4176,rock2,right_series,5,2
11,920.0,0.0,-720.0,0.7701,0.46885,0.4176,rock2,right_series,5,2
10,920.0,100.0,-720.0,0.7701,0.53135,0.4176,rock2,right_series,5,2
14,320.0,0.0,-220.0,0.3951,0.46885,0.7301,onlap_surface,onlap_series,3,3
15,320.0,100.0,-220.0,0.3951,0.53135,0.7301,onlap_surface,onlap_series,3,3
16,720.0,0.0,-1020.0,0.6451,0.46885,0.2301,onlap_surface,onlap_series,3,3
17,720.0,100.0,-1020.0,0.6451,0.53135,0.2301,onlap_surface,onlap_series,3,3
18,580.0,0.0,-520.0,0.55135,0.46885,0.5426,onlap_surface,onlap_series,3,3
19,580.0,100.0,-520.0,0.55135,0.53135,0.5426,onlap_surface,onlap_series,3,3
20,120.0,0.0,-420.0,0.2701,0.46885,0.6051,rock3,left_series,2,4
21,120.0,100.0,-420.0,0.2701,0.53135,0.6051,rock3,left_series,2,4
22,480.0,0.0,-1020.0,0.48885,0.46885,0.2301,rock3,left_series,2,4
23,480.0,100.0,-1020.0,0.48885,0.53135,0.2301,rock3,left_series,2,4
24,320.0,0.0,-520.0,0.3951,0.46885,0.5426,rock3,left_series,2,4
25,320.0,100.0,-520.0,0.3951,0.53135,0.5426,rock3,left_series,2,4
26,150.0,0.0,-800.0,0.2951,0.46885,0.3301,new_rock,left_series,7,4
27,150.0,100.0,-800.0,0.2951,0.53135,0.3301,new_rock,left_series,7,4
