,X,Y,Z,X_r,Y_r,Z_r,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series
0,100.0,50.0,0.0,0.2501,0.5001,1.0,0.0,0.0,1.0,0.0,0.0,1.0,topography,topography_series,1,1
1,400.0,50.0,0.0,0.4376,0.5001,1.0,0.0,0.0,1.0,0.0,0.0,1.0,topography,topography_series,1,1
2,700.0,50.0,0.0,0.6251,0.5001,1.0,0.0,0.0,1.0,0.0,0.0,1.0,topography,topography_series,1,1
3,250.0,50.0,-250.0,0.3436,0.5001,0.7183,0.0,0.0,1.0,0.0,0.0,1.0,layer1,layer1_series,2,2
4,550.0,50.0,-350.0,0.53135,0.5001,0.6561,0.0,0.0,1.0,0.0,0.0,1.0,layer1,layer1_series,2,2
5,350.0,50.0,-550.0,0.4376,0.5001,0.53135,0.766044443119978,0.0,0.6427876096875393,50.0,90.0,1.0,layer2,layer2_series,3,3
6,650.0,50.0,-650.0,0.59385,0.5001,0.46885,0.766044443119978,0.0,0.6427876096875393,50.0,90.0,1.0,layer2,layer2_series,3,3
7,200.0,50.0,-850.0,0.3126,0.5001,0.3436,1.0,0.0,0.0,90.0,0.0,1.0,intrusion,intrusion_series,4,4
8,500.0,50.0,-950.0,0.5001,0.5001,0.28135,1.0,0.0,0.0,90.0,0.0,1.0,intrusion,intrusion_series,4,4
9,300.0,50.0,-1050.0,0.3751,0.5001,0.2183,0.0,0.0,1.0,0.0,0.0,1.0,basement,basement_series,5,5
10,600.0,50.0,-1150.0,0.5626,0.5001,0.1561,0.0,0.0,1.0,0.0,0.0,1.0,basement,basement_series,5,5
