,X,Y,Z,X_r,Y_r,Z_r,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series
0,150.0,50.0,-100.0,0.28125,0.5001,0.8751,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,topography,topography_series,1,1
1,350.0,50.0,-100.0,0.40625,0.5001,0.8126,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,topography,topography_series,1,1
2,650.0,50.0,-100.0,0.59375,0.5001,0.7501,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,topography,topography_series,1,1
3,250.0,50.0,-250.0,0.34375,0.5001,0.71875,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer1,layer1_series,2,2
4,450.0,50.0,-350.0,0.46885,0.5001,0.65625,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer1,layer1_series,2,2
5,350.0,50.0,-550.0,0.40625,0.5001,0.53135,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,layer2,layer2_series,3,3
6,500.0,50.0,-650.0,0.5001,0.5001,0.46885,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,layer2,layer2_series,3,3
7,200.0,50.0,-850.0,0.3126,0.5001,0.3751,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,basement,basement_series,4,4
8,400.0,50.0,-950.0,0.4376,0.5001,0.3126,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,basement,basement_series,4,4
9,300.0,50.0,-1050.0,0.3751,0.5001,0.2501,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,intrusion,intrusion_series,5,5
10,500.0,50.0,-1150.0,0.5001,0.5001,0.1876,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,intrusion,intrusion_series,5,5
