,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series
0,100.0,0.0,0.0,0.2501,0.46885,0.5001,top_surface,top_series,1,1
1,100.0,100.0,0.0,0.2501,0.53135,0.5001,top_surface,top_series,1,1
2,400.0,0.0,0.0,0.4376,0.46885,0.5001,top_surface,top_series,1,1
3,400.0,100.0,0.0,0.4376,0.53135,0.5001,top_surface,top_series,1,1
4,700.0,0.0,0.0,0.6251,0.46885,0.5001,top_surface,top_series,1,1
5,700.0,100.0,0.0,0.6251,0.53135,0.5001,top_surface,top_series,1,1
6,200.0,0.0,-200.0,0.3126,0.46885,0.3751,layer1,middle_series,2,2
7,200.0,100.0,-200.0,0.3126,0.53135,0.3751,layer1,middle_series,2,2
8,500.0,0.0,-200.0,0.5001,0.46885,0.3751,layer1,middle_series,2,2
9,500.0,100.0,-200.0,0.5001,0.53135,0.3751,layer1,middle_series,2,2
10,800.0,0.0,-300.0,0.6876,0.46885,0.3126,layer1,middle_series,2,2
11,800.0,100.0,-300.0,0.6876,0.53135,0.3126,layer1,middle_series,2,2
12,250.0,0.0,-400.0,0.34375,0.46885,0.2501,layer2,bottom_series,3,3
13,250.0,100.0,-400.0,0.34375,0.53135,0.2501,layer2,bottom_series,3,3
14,550.0,0.0,-400.0,0.53135,0.46885,0.2501,layer2,bottom_series,3,3
15,550.0,100.0,-400.0,0.53135,0.53135,0.2501,layer2,bottom_series,3,3
16,150.0,0.0,-600.0,0.28125,0.46885,0.1251,basement,basement_series,4,4
17,150.0,100.0,-600.0,0.28125,0.53135,0.1251,basement,basement_series,4,4
18,450.0,0.0,-600.0,0.46885,0.46885,0.1251,basement,basement_series,4,4
19,450.0,100.0,-600.0,0.46885,0.53135,0.1251,basement,basement_series,4,4
