,X,Y,Z,X_r,Y_r,Z_r,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series
0,200.0,50.0,-100.0,0.3126,0.5001,0.8751,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,top_surface,top_series,1,1
1,400.0,50.0,-100.0,0.4376,0.5001,0.8751,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,top_surface,top_series,1,1
2,300.0,50.0,-200.0,0.3751,0.5001,0.7501,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer1,middle_series,2,2
3,500.0,50.0,-200.0,0.5001,0.5001,0.7501,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer1,middle_series,2,2
4,250.0,50.0,-400.0,0.3436,0.5001,0.6251,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,layer2,middle_series,3,2
5,450.0,50.0,-400.0,0.46885,0.5001,0.6251,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,layer2,middle_series,3,2
6,250.0,50.0,-600.0,0.3436,0.5001,0.5001,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,basement,bottom_series,4,3
7,450.0,50.0,-600.0,0.46885,0.5001,0.5001,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,basement,bottom_series,4,3
8,150.0,50.0,-600.0,0.28135,0.5001,0.5001,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,basement,bottom_series,4,3
9,550.0,50.0,-600.0,0.53135,0.5001,0.5001,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,basement,bottom_series,4,3
10,350.0,50.0,-700.0,0.40635,0.5001,0.3751,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,40.0,80.0,1.0,basement,bottom_series,4,3
