,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series
0,0.0,0.0,0.0,0.0,0.0,1.0,R1,R1_series,1,1
1,1000.0,0.0,0.0,1.0,0.0,1.0,R1,R1_series,1,1
2,0.0,1000.0,0.0,0.0,1.0,1.0,R1,R1_series,1,1
3,1000.0,1000.0,0.0,1.0,1.0,1.0,R1,R1_series,1,1
4,200.0,200.0,-200.0,0.2,0.2,-0.2,R2,R2_series,2,2
5,800.0,200.0,-200.0,0.8,0.2,-0.2,R2,R2_series,2,2
6,200.0,800.0,-200.0,0.2,0.8,-0.2,R2,R2_series,2,2
7,800.0,800.0,-200.0,0.8,0.8,-0.2,R2,R2_series,2,2
8,300.0,500.0,-300.0,0.3,0.5,-0.3,R3,R3_series,3,2
9,700.0,500.0,-300.0,0.7,0.5,-0.3,R3,R3_series,3,2
10,400.0,400.0,-400.0,0.4,0.4,-0.4,R4,R4_series,4,2
11,600.0,600.0,-400.0,0.6,0.6,-0.4,R4,R4_series,4,2
12,450.0,550.0,-500.0,0.45,0.55,-0.5,R5,R5_series,5,2
13,550.0,450.0,-500.0,0.55,0.45,-0.5,R5,R5_series,5,2
14,350.0,450.0,-600.0,0.35,0.45,-0.6,R6,R6_series,6,2
15,650.0,550.0,-600.0,0.65,0.55,-0.6,R6,R6_series,6,2
16,250.0,750.0,-700.0,0.25,0.75,-0.7,R7,R7_series,7,2
17,750.0,250.0,-700.0,0.75,0.25,-0.7,R7,R7_series,7,2
18,500.0,500.0,-800.0,0.5,0.5,-0.8,R8,R8_series,8,2
19,500.0,500.0,-800.0,0.5,0.5,-0.8,R8,R8_series,8,2
