,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series
0,150.0,0.0,-100.0,0.3126,0.46885,0.7501,top_surface,top_series,1,1
1,150.0,100.0,-100.0,0.3126,0.53135,0.7501,top_surface,top_series,1,1
2,350.0,0.0,-100.0,0.5001,0.46885,0.7501,top_surface,top_series,1,1
3,350.0,100.0,-100.0,0.5001,0.53135,0.7501,top_surface,top_series,1,1
4,550.0,0.0,-200.0,0.6876,0.46885,0.59385,layer1,middle_series,2,2
5,550.0,100.0,-200.0,0.6876,0.53135,0.59385,layer1,middle_series,2,2
6,750.0,0.0,-300.0,0.7501,0.46885,0.4376,layer1,middle_series,2,2
7,750.0,100.0,-300.0,0.7501,0.53135,0.4376,layer1,middle_series,2,2
8,200.0,0.0,-400.0,0.3751,0.46885,0.6251,layer2,left_series,3,3
9,200.0,100.0,-400.0,0.3751,0.53135,0.6251,layer2,left_series,3,3
10,450.0,0.0,-600.0,0.46885,0.46885,0.4376,layer2,left_series,3,3
11,450.0,100.0,-600.0,0.46885,0.53135,0.4376,layer2,left_series,3,3
12,600.0,0.0,-800.0,0.53135,0.46885,0.2501,layer3,right_series,4,4
13,600.0,100.0,-800.0,0.53135,0.53135,0.2501,layer3,right_series,4,4
14,800.0,0.0,-900.0,0.6251,0.46885,0.1251,layer3,right_series,4,4
15,800.0,100.0,-900.0,0.6251,0.53135,0.1251,layer3,right_series,4,4
16,100.0,0.0,-300.0,0.2501,0.46885,0.7501,basement,basement_series,5,5
17,100.0,100.0,-300.0,0.2501,0.53135,0.7501,basement,basement_series,5,5
18,300.0,0.0,-500.0,0.3751,0.46885,0.5626,intrusion,intrusion_series,6,6
19,300.0,100.0,-500.0,0.3751,0.53135,0.5626,intrusion,intrusion_series,6,6
