,X,Y,Z,X_r,Y_r,Z_r,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series
0,100.0,50.0,0.0,0.2501,0.5001,1.0,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,topography,topography_series,1,1
1,400.0,50.0,0.0,0.4376,0.5001,1.0,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,topography,topography_series,1,1
2,700.0,50.0,0.0,0.6251,0.5001,1.0,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,topography,topography_series,1,1
3,200.0,50.0,-200.0,0.3126,0.5001,0.7501,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer1,layer1_series,2,2
4,500.0,50.0,-300.0,0.5001,0.5001,0.6876,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer1,layer1_series,2,2
5,300.0,50.0,-500.0,0.3751,0.5001,0.5626,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,layer2,layer2_series,3,3
6,600.0,50.0,-600.0,0.5626,0.5001,0.5001,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,layer2,layer2_series,3,3
7,100.0,50.0,-800.0,0.2501,0.5001,0.3751,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,basement,basement_series,4,4
8,450.0,50.0,-1000.0,0.46885,0.5001,0.2501,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,basement,basement_series,4,4
9,250.0,50.0,-400.0,0.3436,0.5001,0.6251,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,intrusion,intrusion_series,5,5
10,550.0,50.0,-700.0,0.53135,0.5001,0.4376,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,intrusion,intrusion_series,5,5
