,X,Y,Z,X_r,Y_r,Z_r,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series
0,250.0,50.0,0.0,0.3436,0.5001,1.0,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,top_surface,top_series,1,1
1,550.0,50.0,0.0,0.53135,0.5001,1.0,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,top_surface,top_series,1,1
2,350.0,50.0,-300.0,0.40625,0.5001,0.6876,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer1,middle_series,2,2
3,650.0,50.0,-300.0,0.59385,0.5001,0.6876,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer1,middle_series,2,2
4,450.0,50.0,-600.0,0.46885,0.5001,0.5001,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,layer2,middle_series,3,2
5,200.0,50.0,-900.0,0.3126,0.5001,0.2501,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,basement_layer,bottom_series,4,3
6,500.0,50.0,-900.0,0.5001,0.5001,0.2501,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,basement_layer,bottom_series,4,3
7,350.0,50.0,-500.0,0.40625,0.5001,0.5626,0.6427876096875393,1.0000469066937634e-12,0.766044443119978,40.0,90.0,1.0,intrusion,intrusion_series,5,4
8,250.0,50.0,-500.0,0.3436,0.5001,0.5626,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,intrusion,intrusion_series,5,4
9,450.0,50.0,-500.0,0.46885,0.5001,0.5626,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,intrusion,intrusion_series,5,4
10,150.0,50.0,-500.0,0.28135,0.5001,0.5626,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,intrusion,intrusion_series,5,4
