,X,Y,Z,X_r,Y_r,Z_r,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series
0,200.0,50.0,0.0,0.3126,0.5001,1.0,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,surface1,series1,1,1
1,250.0,50.0,-200.0,0.3431,0.5001,0.7501,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,surface2,series2,2,2
2,350.0,50.0,-400.0,0.4063,0.5001,0.6251,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,surface3,series3,3,3
3,400.0,50.0,-600.0,0.4376,0.5001,0.5001,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,surface4,series4,4,4
4,450.0,50.0,-800.0,0.46885,0.5001,0.3751,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,surface5,series5,5,5
5,150.0,50.0,-200.0,0.2813,0.5001,0.7501,0.6427876096875393,1.0000469066937634e-12,0.766044443119978,40.0,90.0,1.0,surface2,series2,2,2
6,320.0,50.0,-450.0,0.3906,0.5001,0.59385,1.000000000001,2.3054614646942163e-12,1.0000612323399569e-12,90.0,89.9999999999252,1.0,surface3,series3,3,3
7,480.0,50.0,-650.0,0.5001,0.5001,0.4376,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,surface4,series4,4,4
8,520.0,50.0,-850.0,0.53135,0.5001,0.3431,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,surface5,series5,5,5
9,280.0,50.0,-300.0,0.3594,0.5001,0.6876,0.6427876096875393,1.0000469066937634e-12,0.766044443119978,40.0,90.0,1.0,surface2,series2,2,2
10,380.0,50.0,-500.0,0.4376,0.5001,0.5626,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,surface3,series3,3,3
