,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series
0,220.0,0.0,-220.0,0.32855,0.46885,0.73495,seafloor,seafloor_series,6,1
1,220.0,100.0,-220.0,0.32855,0.53135,0.73495,seafloor,seafloor_series,6,1
2,520.0,0.0,-220.0,0.51535,0.46885,0.73495,seafloor,seafloor_series,6,1
3,520.0,100.0,-220.0,0.51535,0.53135,0.73495,seafloor,seafloor_series,6,1
4,820.0,0.0,-220.0,0.7021,0.46885,0.73495,seafloor,seafloor_series,6,1
5,820.0,100.0,-220.0,0.7021,0.53135,0.73495,seafloor,seafloor_series,6,1
7,720.0,0.0,-480.0,0.64035,0.46885,0.57835,rock1,right_series,4,2
6,720.0,100.0,-480.0,0.64035,0.53135,0.57835,rock1,right_series,4,2
8,920.0,0.0,-480.0,0.7651,0.46885,0.57835,rock1,right_series,4,2
9,920.0,100.0,-480.0,0.7651,0.53135,0.57835,rock1,right_series,4,2
13,720.0,0.0,-720.0,0.64035,0.46885,0.42185,rock2,right_series,5,2
12,720.0,100.0,-720.0,0.64035,0.53135,0.42185,rock2,right_series,5,2
11,920.0,0.0,-720.0,0.7651,0.46885,0.42185,rock2,right_series,5,2
10,920.0,100.0,-720.0,0.7651,0.53135,0.42185,rock2,right_series,5,2
14,320.0,0.0,-220.0,0.39035,0.46885,0.73495,onlap_surface,onlap_series,3,3
15,320.0,100.0,-220.0,0.39035,0.53135,0.73495,onlap_surface,onlap_series,3,3
16,720.0,0.0,-1020.0,0.64035,0.46885,0.23495,onlap_surface,onlap_series,3,3
17,720.0,100.0,-1020.0,0.64035,0.53135,0.23495,onlap_surface,onlap_series,3,3
18,580.0,0.0,-520.0,0.54685,0.46885,0.54685,onlap_surface,onlap_series,3,3
19,580.0,100.0,-520.0,0.54685,0.53135,0.54685,onlap_surface,onlap_series,3,3
20,120.0,0.0,-420.0,0.2651,0.46885,0.60935,rock3,left_series,2,4
21,120.0,100.0,-420.0,0.2651,0.53135,0.60935,rock3,left_series,2,4
22,480.0,0.0,-1020.0,0.48435,0.46885,0.23495,rock3,left_series,2,4
23,480.0,100.0,-1020.0,0.48435,0.53135,0.23495,rock3,left_series,2,4
24,320.0,0.0,-520.0,0.39035,0.46885,0.54685,rock3,left_series,2,4
25,320.0,100.0,-520.0,0.39035,0.53135,0.54685,rock3,left_series,2,4
26,150.0,0.0,-600.0,0.2966,0.46885,0.51535,new_rock3,left_series,7,4
27,150.0,100.0,-600.0,0.2966,0.53135,0.51535,new_rock3,left_series,7,4
