,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series
0,150.0,0.0,-100.0,0.28125,0.46885,0.8751,top_surface,top_series,1,1
1,150.0,100.0,-100.0,0.28125,0.53135,0.8751,top_surface,top_series,1,1
2,400.0,0.0,-100.0,0.4375,0.46885,0.8751,top_surface,top_series,1,1
3,400.0,100.0,-100.0,0.4375,0.53135,0.8751,top_surface,top_series,1,1
4,700.0,0.0,-300.0,0.59375,0.46885,0.6875,layer1,middle_series,2,2
5,700.0,100.0,-300.0,0.59375,0.53135,0.6875,layer1,middle_series,2,2
6,900.0,0.0,-300.0,0.6875,0.46885,0.6875,layer1,middle_series,2,2
7,900.0,100.0,-300.0,0.6875,0.53135,0.6875,layer1,middle_series,2,2
8,500.0,0.0,-600.0,0.5,0.46885,0.5,layer2,middle_series,3,2
9,500.0,100.0,-600.0,0.5,0.53135,0.5,layer2,middle_series,3,2
10,800.0,0.0,-600.0,0.625,0.46885,0.5,layer2,middle_series,3,2
11,800.0,100.0,-600.0,0.625,0.53135,0.5,layer2,middle_series,3,2
12,200.0,0.0,-800.0,0.34375,0.46885,0.3751,basement_surface,basement_series,4,3
13,200.0,100.0,-800.0,0.34375,0.53135,0.3751,basement_surface,basement_series,4,3
14,600.0,0.0,-800.0,0.5625,0.46885,0.3751,basement_surface,basement_series,4,3
15,600.0,100.0,-800.0,0.5625,0.53135,0.3751,basement_surface,basement_series,4,3
16,100.0,0.0,-400.0,0.25,0.46885,0.6251,intrusion,intrusion_series,5,4
17,100.0,100.0,-400.0,0.25,0.53135,0.6251,intrusion,intrusion_series,5,4
18,350.0,0.0,-700.0,0.40625,0.46885,0.4375,intrusion,intrusion_series,5,4
19,350.0,100.0,-700.0,0.40625,0.53135,0.4375,intrusion,intrusion_series,5,4
