,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series
0,150.0,0.0,-300.0,0.3126,0.46885,0.7501,top_surface,top_series,1,1
1,150.0,100.0,-300.0,0.3126,0.53135,0.7501,top_surface,top_series,1,1
2,350.0,0.0,-300.0,0.5001,0.46885,0.7501,top_surface,top_series,1,1
3,350.0,100.0,-300.0,0.5001,0.53135,0.7501,top_surface,top_series,1,1
4,600.0,0.0,-300.0,0.6876,0.46885,0.7501,top_surface,top_series,1,1
5,600.0,100.0,-300.0,0.6876,0.53135,0.7501,top_surface,top_series,1,1
6,200.0,0.0,-600.0,0.3751,0.46885,0.59385,layer1,middle_series,2,2
7,200.0,100.0,-600.0,0.3751,0.53135,0.59385,layer1,middle_series,2,2
8,500.0,0.0,-600.0,0.5626,0.46885,0.59385,layer1,middle_series,2,2
9,500.0,100.0,-600.0,0.5626,0.53135,0.59385,layer1,middle_series,2,2
10,100.0,0.0,-900.0,0.2501,0.46885,0.4376,layer2,middle_series,3,2
11,100.0,100.0,-900.0,0.2501,0.53135,0.4376,layer2,middle_series,3,2
12,400.0,0.0,-900.0,0.46885,0.46885,0.4376,layer2,middle_series,3,2
13,400.0,100.0,-900.0,0.46885,0.53135,0.4376,layer2,middle_series,3,2
14,250.0,0.0,-1200.0,0.40625,0.46885,0.2501,basement_surface,basement_series,4,3
15,250.0,100.0,-1200.0,0.40625,0.53135,0.2501,basement_surface,basement_series,4,3
16,550.0,0.0,-1200.0,0.59375,0.46885,0.2501,basement_surface,basement_series,4,3
17,550.0,100.0,-1200.0,0.59375,0.53135,0.2501,basement_surface,basement_series,4,3
18,0.0,0.0,-500.0,0.1875,0.46885,0.6251,intrusion,intrusion_series,5,4
19,0.0,100.0,-500.0,0.1875,0.53135,0.6251,intrusion,intrusion_series,5,4
20,300.0,0.0,-800.0,0.4376,0.46885,0.5001,intrusion,intrusion_series,5,4
21,300.0,100.0,-800.0,0.4376,0.53135,0.5001,intrusion,intrusion_series,5,4
