,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series
0,150.0,0.0,-100.0,0.3126,0.46885,0.7501,top_surface,top_series,1,1
1,150.0,100.0,-100.0,0.3126,0.53135,0.7501,top_surface,top_series,1,1
2,400.0,0.0,-100.0,0.5001,0.46885,0.7501,top_surface,top_series,1,1
3,400.0,100.0,-100.0,0.5001,0.53135,0.7501,top_surface,top_series,1,1
4,250.0,0.0,-300.0,0.3751,0.46885,0.59385,layer1,middle_series,2,2
5,250.0,100.0,-300.0,0.3751,0.53135,0.59385,layer1,middle_series,2,2
6,450.0,0.0,-300.0,0.53135,0.46885,0.59385,layer1,middle_series,2,2
7,450.0,100.0,-300.0,0.53135,0.53135,0.59385,layer1,middle_series,2,2
8,200.0,0.0,-500.0,0.34375,0.46885,0.4376,layer2,middle_series,3,2
9,200.0,100.0,-500.0,0.34375,0.53135,0.4376,layer2,middle_series,3,2
10,350.0,0.0,-500.0,0.4376,0.46885,0.4376,layer2,middle_series,3,2
11,350.0,100.0,-500.0,0.4376,0.53135,0.4376,layer2,middle_series,3,2
12,100.0,0.0,-700.0,0.2501,0.46885,0.2501,basement_surface,basement_series,4,3
13,100.0,100.0,-700.0,0.2501,0.53135,0.2501,basement_surface,basement_series,4,3
14,300.0,0.0,-700.0,0.3751,0.46885,0.2501,basement_surface,basement_series,4,3
15,300.0,100.0,-700.0,0.3751,0.53135,0.2501,basement_surface,basement_series,4,3
16,500.0,0.0,-200.0,0.5626,0.46885,0.6876,intrusion,intrusion_series,5,4
17,500.0,100.0,-200.0,0.5626,0.53135,0.6876,intrusion,intrusion_series,5,4
18,550.0,0.0,-400.0,0.59385,0.46885,0.5626,intrusion,intrusion_series,5,4
19,550.0,100.0,-400.0,0.59385,0.53135,0.5626,intrusion,intrusion_series,5,4
