,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series
0,220.0,0.0,-220.0,0.3431,0.46885,0.7184,seafloor,seafloor_series,6,1
1,220.0,120.0,-220.0,0.3431,0.5544,0.7184,seafloor,seafloor_series,6,1
2,520.0,0.0,-220.0,0.5346,0.46885,0.7184,seafloor,seafloor_series,6,1
3,520.0,120.0,-220.0,0.5346,0.5544,0.7184,seafloor,seafloor_series,6,1
4,820.0,0.0,-220.0,0.7261,0.46885,0.7184,seafloor,seafloor_series,6,1
5,820.0,120.0,-220.0,0.7261,0.5544,0.7184,seafloor,seafloor_series,6,1
7,720.0,0.0,-480.0,0.6566,0.46885,0.5621,rock1,right_series,4,2
6,720.0,120.0,-480.0,0.6566,0.5544,0.5621,rock1,right_series,4,2
8,920.0,0.0,-480.0,0.7841,0.46885,0.5621,rock1,right_series,4,2
9,920.0,120.0,-480.0,0.7841,0.5544,0.5621,rock1,right_series,4,2
13,720.0,0.0,-720.0,0.6566,0.46885,0.406,rock2,right_series,5,2
12,720.0,120.0,-720.0,0.6566,0.5544,0.406,rock2,right_series,5,2
11,920.0,0.0,-720.0,0.7841,0.46885,0.406,rock2,right_series,5,2
10,920.0,120.0,-720.0,0.7841,0.5544,0.406,rock2,right_series,5,2
14,320.0,0.0,-220.0,0.406,0.46885,0.7184,onlap_surface,onlap_series,3,3
15,320.0,120.0,-220.0,0.406,0.5544,0.7184,onlap_surface,onlap_series,3,3
16,720.0,0.0,-1020.0,0.6566,0.46885,0.2184,onlap_surface,onlap_series,3,3
17,720.0,120.0,-1020.0,0.6566,0.5544,0.2184,onlap_surface,onlap_series,3,3
18,580.0,0.0,-520.0,0.5621,0.46885,0.5346,onlap_surface,onlap_series,3,3
19,580.0,120.0,-520.0,0.5621,0.5544,0.5346,onlap_surface,onlap_series,3,3
20,120.0,0.0,-420.0,0.281,0.46885,0.59385,rock3,left_series,2,4
21,120.0,120.0,-420.0,0.281,0.5544,0.59385,rock3,left_series,2,4
22,480.0,0.0,-1020.0,0.5001,0.46885,0.2184,rock3,left_series,2,4
23,480.0,120.0,-1020.0,0.5001,0.5544,0.2184,rock3,left_series,2,4
24,320.0,0.0,-520.0,0.406,0.46885,0.5346,rock3,left_series,2,4
25,320.0,120.0,-520.0,0.406,0.5544,0.5346,rock3,left_series,2,4
