,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series
0,220.0,0.0,-220.0,0.3301,0.46885,0.7501,seafloor,seafloor_series,6,1
1,220.0,120.0,-220.0,0.3301,0.55135,0.7501,seafloor,seafloor_series,6,1
2,520.0,0.0,-220.0,0.5101,0.46885,0.7501,seafloor,seafloor_series,6,1
3,520.0,120.0,-220.0,0.5101,0.55135,0.7501,seafloor,seafloor_series,6,1
4,820.0,0.0,-220.0,0.6976,0.46885,0.7501,seafloor,seafloor_series,6,1
5,820.0,120.0,-220.0,0.6976,0.55135,0.7501,seafloor,seafloor_series,6,1
7,720.0,0.0,-480.0,0.6351,0.46885,0.59385,rock1,right_series,4,2
6,720.0,120.0,-480.0,0.6351,0.55135,0.59385,rock1,right_series,4,2
8,920.0,0.0,-480.0,0.7601,0.46885,0.59385,rock1,right_series,4,2
9,920.0,120.0,-480.0,0.7601,0.55135,0.59385,rock1,right_series,4,2
13,720.0,0.0,-730.0,0.6351,0.46885,0.4376,rock2,right_series,5,2
12,720.0,120.0,-730.0,0.6351,0.55135,0.4376,rock2,right_series,5,2
11,920.0,0.0,-730.0,0.7601,0.46885,0.4376,rock2,right_series,5,2
10,920.0,120.0,-730.0,0.7601,0.55135,0.4376,rock2,right_series,5,2
14,320.0,0.0,-220.0,0.3851,0.46885,0.7501,onlap_surface,onlap_series,3,3
15,320.0,120.0,-220.0,0.3851,0.55135,0.7501,onlap_surface,onlap_series,3,3
16,720.0,0.0,-1030.0,0.6351,0.46885,0.2501,onlap_surface,onlap_series,3,3
17,720.0,120.0,-1030.0,0.6351,0.55135,0.2501,onlap_surface,onlap_series,3,3
18,580.0,0.0,-530.0,0.54135,0.46885,0.5626,onlap_surface,onlap_series,3,3
19,580.0,120.0,-530.0,0.54135,0.55135,0.5626,onlap_surface,onlap_series,3,3
20,120.0,0.0,-430.0,0.2601,0.46885,0.6251,rock3,left_series,2,4
21,120.0,120.0,-430.0,0.2601,0.55135,0.6251,rock3,left_series,2,4
22,480.0,0.0,-1030.0,0.47885,0.46885,0.2501,rock3,left_series,2,4
23,480.0,120.0,-1030.0,0.47885,0.55135,0.2501,rock3,left_series,2,4
24,320.0,0.0,-530.0,0.3851,0.46885,0.5626,rock3,left_series,2,4
25,320.0,120.0,-530.0,0.3851,0.55135,0.5626,rock3,left_series,2,4
26,150.0,0.0,-600.0,0.28135,0.46885,0.5001,new_rock,new_series,7,5
27,150.0,120.0,-600.0,0.28135,0.55135,0.5001,new_rock,new_series,7,5
