,X,Y,Z,X_r,Y_r,Z_r,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series
0,250.0,50.0,0.0,0.343,0.5,0.75,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,top_surface,top_series,1,1
1,550.0,50.0,0.0,0.53135,0.5,0.75,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,top_surface,top_series,1,1
2,350.0,50.0,-200.0,0.4376,0.5,0.59385,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer1,middle_series,2,2
3,650.0,50.0,-200.0,0.59385,0.5,0.59385,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer1,middle_series,2,2
4,450.0,50.0,-400.0,0.5,0.5,0.4376,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,layer2,middle_series,3,2
5,250.0,50.0,-600.0,0.343,0.5,0.2501,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,basement,bottom_series,4,3
6,350.0,50.0,-600.0,0.4376,0.5,0.2501,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,basement,bottom_series,4,3
7,150.0,50.0,-300.0,0.28135,0.5,0.5,0.5,0.5,0.7071067811865476,45.0,45.0,1.0,layer1,middle_series,2,2
8,750.0,50.0,-300.0,0.65625,0.5,0.5,0.5,0.5,0.7071067811865476,45.0,135.0,1.0,layer1,middle_series,2,2
9,550.0,50.0,-500.0,0.53135,0.5,0.3126,0.7071067811865476,0.5,0.5,54.74,45.0,1.0,layer2,middle_series,3,2
10,450.0,50.0,-500.0,0.5,0.5,0.3126,0.7071067811865476,-0.5,0.5,54.74,135.0,1.0,layer2,middle_series,3,2
