,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series
0,100.0,0.0,0.0,0.2501,0.46885,0.7501,top_surface,top_series,1,1
1,100.0,100.0,0.0,0.2501,0.53135,0.7501,top_surface,top_series,1,1
2,300.0,0.0,0.0,0.3751,0.46885,0.7501,top_surface,top_series,1,1
3,300.0,100.0,0.0,0.3751,0.53135,0.7501,top_surface,top_series,1,1
4,500.0,0.0,0.0,0.5001,0.46885,0.7501,top_surface,top_series,1,1
5,500.0,100.0,0.0,0.5001,0.53135,0.7501,top_surface,top_series,1,1
6,200.0,0.0,-200.0,0.3126,0.46885,0.59385,layer1,middle_series,2,2
7,200.0,100.0,-200.0,0.3126,0.53135,0.59385,layer1,middle_series,2,2
8,400.0,0.0,-200.0,0.4376,0.46885,0.59385,layer1,middle_series,2,2
9,400.0,100.0,-200.0,0.4376,0.53135,0.59385,layer1,middle_series,2,2
10,150.0,0.0,-400.0,0.28135,0.46885,0.4376,layer2,middle_series,3,2
11,150.0,100.0,-400.0,0.28135,0.53135,0.4376,layer2,middle_series,3,2
12,350.0,0.0,-400.0,0.40635,0.46885,0.4376,layer2,middle_series,3,2
13,350.0,100.0,-400.0,0.40635,0.53135,0.4376,layer2,middle_series,3,2
14,250.0,0.0,-600.0,0.34385,0.46885,0.28135,basement_surface,bottom_series,4,3
15,250.0,100.0,-600.0,0.34385,0.53135,0.28135,basement_surface,bottom_series,4,3
16,450.0,0.0,-600.0,0.46885,0.46885,0.28135,basement_surface,bottom_series,4,3
17,450.0,100.0,-600.0,0.46885,0.53135,0.28135,basement_surface,bottom_series,4,3
18,50.0,0.0,-200.0,0.21885,0.46885,0.59385,intrusion,intrusion_series,5,4
19,50.0,100.0,-200.0,0.21885,0.53135,0.59385,intrusion,intrusion_series,5,4
20,250.0,0.0,-400.0,0.34385,0.46885,0.4376,intrusion,intrusion_series,5,4
21,250.0,100.0,-400.0,0.34385,0.53135,0.4376,intrusion,intrusion_series,5,4
