,X,Y,Z,X_r,Y_r,Z_r,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series
0,275.0,50.0,-450.0,0.40625,0.5001,0.59385,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer1,middle_series,1,2
1,525.0,50.0,-450.0,0.59375,0.5001,0.59385,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer1,middle_series,1,2
2,775.0,50.0,-450.0,0.7501,0.5001,0.59385,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer1,middle_series,1,2
3,325.0,50.0,-750.0,0.46885,0.5001,0.4376,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer2,middle_series,2,2
4,575.0,50.0,-750.0,0.6251,0.5001,0.4376,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer2,middle_series,2,2
5,225.0,50.0,-300.0,0.3751,0.5001,0.7501,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,top_surface,top_series,3,1
6,475.0,50.0,-300.0,0.53135,0.5001,0.7501,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,top_surface,top_series,3,1
7,725.0,50.0,-300.0,0.6876,0.5001,0.7501,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,top_surface,top_series,3,1
8,650.0,50.0,-600.0,0.6876,0.5001,0.59385,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,intrusion,intrusion_series,4,4
9,550.0,50.0,-800.0,0.6251,0.5001,0.3751,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,intrusion,intrusion_series,4,4
10,225.0,50.0,-700.0,0.3751,0.5001,0.4376,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,basement_surface,basement_series,5,3
11,475.0,50.0,-1000.0,0.53135,0.5001,0.2501,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,basement_surface,basement_series,5,3
