,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series
0,150.0,0.0,-100.0,0.3126,0.46885,0.7501,top_surface,top_series,1,1
1,150.0,100.0,-100.0,0.3126,0.53135,0.7501,top_surface,top_series,1,1
2,400.0,0.0,-100.0,0.5001,0.46885,0.7501,top_surface,top_series,1,1
3,400.0,100.0,-100.0,0.5001,0.53135,0.7501,top_surface,top_series,1,1
4,600.0,0.0,-300.0,0.6251,0.46885,0.59385,lith1,middle_series,2,2
5,600.0,100.0,-300.0,0.6251,0.53135,0.59385,lith1,middle_series,2,2
6,800.0,0.0,-300.0,0.7501,0.46885,0.59385,lith1,middle_series,2,2
7,800.0,100.0,-300.0,0.7501,0.53135,0.59385,lith1,middle_series,2,2
8,700.0,0.0,-500.0,0.6876,0.46885,0.4376,lith2,middle_series,3,2
9,700.0,100.0,-500.0,0.6876,0.53135,0.4376,lith2,middle_series,3,2
10,900.0,0.0,-500.0,0.8126,0.46885,0.4376,lith2,middle_series,3,2
11,900.0,100.0,-500.0,0.8126,0.53135,0.4376,lith2,middle_series,3,2
12,250.0,0.0,-600.0,0.4376,0.46885,0.40625,intrusion,intrusion_series,4,3
13,250.0,100.0,-600.0,0.4376,0.53135,0.40625,intrusion,intrusion_series,4,3
14,450.0,0.0,-800.0,0.5626,0.46885,0.3126,intrusion,intrusion_series,4,3
15,450.0,100.0,-800.0,0.5626,0.53135,0.3126,intrusion,intrusion_series,4,3
16,100.0,0.0,-200.0,0.2501,0.46885,0.7501,basement,basement_series,5,4
17,100.0,100.0,-200.0,0.2501,0.53135,0.7501,basement,basement_series,5,4
18,300.0,0.0,-400.0,0.3751,0.46885,0.6251,basement,basement_series,5,4
19,300.0,100.0,-400.0,0.3751,0.53135,0.6251,basement,basement_series,5,4
