,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series
0,100.0,0.0,0.0,0.2501,0.46885,0.5001,R1,sedimentary_series,1,1
1,100.0,100.0,0.0,0.2501,0.53135,0.5001,R1,sedimentary_series,1,1
2,300.0,0.0,0.0,0.3751,0.46885,0.5001,R1,sedimentary_series,1,1
3,300.0,100.0,0.0,0.3751,0.53135,0.5001,R1,sedimentary_series,1,1
4,200.0,0.0,-200.0,0.3126,0.46885,0.2501,R2,intrusive_series,2,2
5,200.0,100.0,-200.0,0.3126,0.53135,0.2501,R2,intrusive_series,2,2
6,400.0,0.0,-200.0,0.4376,0.46885,0.2501,R2,intrusive_series,2,2
7,400.0,100.0,-200.0,0.4376,0.53135,0.2501,R2,intrusive_series,2,2
8,150.0,0.0,-300.0,0.28135,0.46885,0.1251,R3,intrusive_series,3,2
9,150.0,100.0,-300.0,0.28135,0.53135,0.1251,R3,intrusive_series,3,2
10,250.0,0.0,-300.0,0.34385,0.46885,0.1251,R3,intrusive_series,3,2
11,250.0,100.0,-300.0,0.34385,0.53135,0.1251,R3,intrusive_series,3,2
12,220.0,0.0,-350.0,0.3249,0.46885,0.0626,R4,intrusive_series,4,2
13,220.0,100.0,-350.0,0.3249,0.53135,0.0626,R4,intrusive_series,4,2
14,280.0,0.0,-350.0,0.36235,0.46885,0.0626,R4,intrusive_series,4,2
15,280.0,100.0,-350.0,0.36235,0.53135,0.0626,R4,intrusive_series,4,2
16,240.0,0.0,-400.0,0.34385,0.46885,0.0,R5,intrusive_series,5,2
17,240.0,100.0,-400.0,0.34385,0.53135,0.0,R5,intrusive_series,5,2
18,260.0,0.0,-400.0,0.3561,0.46885,0.0,R5,intrusive_series,5,2
19,260.0,100.0,-400.0,0.3561,0.53135,0.0,R5,intrusive_series,5,2
20,230.0,0.0,-450.0,0.3356,0.46885,-0.0626,R6,intrusive_series,6,2
21,230.0,100.0,-450.0,0.3356,0.53135,-0.0626,R6,intrusive_series,6,2
22,270.0,0.0,-450.0,0.36235,0.46885,-0.0626,R6,intrusive_series,6,2
23,270.0,100.0,-450.0,0.36235,0.53135,-0.0626,R6,intrusive_series,6,2
24,210.0,0.0,-500.0,0.3126,0.46885,-0.1251,R7,intrusive_series,7,2
25,210.0,100.0,-500.0,0.3126,0.53135,-0.1251,R7,intrusive_series,7,2
26,290.0,0.0,-500.0,0.39085,0.46885,-0.1251,R7,intrusive_series,7,2
27,290.0,100.0,-500.0,0.39085,0.53135,-0.1251,R7,intrusive_series,7,2
28,200.0,0.0,-550.0,0.3126,0.46885,-0.1876,R8,intrusive_series,8,2
29,200.0,100.0,-550.0,0.3126,0.53135,-0.1876,R8,intrusive_series,8,2
30,300.0,0.0,-550.0,0.3751,0.46885,-0.1876,R8,intrusive_series,8,2
31,300.0,100.0,-550.0,0.3751,0.53135,-0.1876,R8,intrusive_series,8,2
