,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series
0,150.0,0.0,-100.0,0.28125,0.46885,0.875,seafloor,seafloor_series,1,1
1,150.0,100.0,-100.0,0.28125,0.53135,0.875,seafloor,seafloor_series,1,1
2,400.0,0.0,-100.0,0.4375,0.46885,0.875,seafloor,seafloor_series,1,1
3,400.0,100.0,-100.0,0.4375,0.53135,0.875,seafloor,seafloor_series,1,1
4,250.0,0.0,-300.0,0.34375,0.46885,0.6875,layer1,folded_series,2,2
5,250.0,100.0,-300.0,0.34375,0.53135,0.6875,layer1,folded_series,2,2
6,350.0,0.0,-300.0,0.40625,0.46885,0.6875,layer1,folded_series,2,2
7,350.0,100.0,-300.0,0.40625,0.53135,0.6875,layer1,folded_series,2,2
8,200.0,0.0,-500.0,0.3125,0.46885,0.5,layer2,folded_series,3,2
9,200.0,100.0,-500.0,0.3125,0.53135,0.5,layer2,folded_series,3,2
10,300.0,0.0,-500.0,0.375,0.46885,0.5,layer2,folded_series,3,2
11,300.0,100.0,-500.0,0.375,0.53135,0.5,layer2,folded_series,3,2
12,100.0,0.0,-200.0,0.25,0.46885,0.75,intrusion,intrusive_series,4,3
13,100.0,100.0,-200.0,0.25,0.53135,0.75,intrusion,intrusive_series,4,3
14,450.0,0.0,-600.0,0.46875,0.46885,0.4375,intrusion,intrusive_series,4,3
15,450.0,100.0,-600.0,0.46875,0.53135,0.4375,intrusion,intrusive_series,4,3
16,500.0,0.0,-200.0,0.5,0.46885,0.75,basement,basement_series,5,4
17,500.0,100.0,-200.0,0.5,0.53135,0.75,basement,basement_series,5,4
18,550.0,0.0,-800.0,0.53125,0.46885,0.3125,basement,basement_series,5,4
19,550.0,100.0,-800.0,0.53125,0.53135,0.3125,basement,basement_series,5,4
