,X,Y,Z,X_r,Y_r,Z_r,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series
0,250.0,50.0,-100.0,0.4376,0.5001,0.7501,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,top_surface,top_series,1,1
1,350.0,50.0,-100.0,0.5626,0.5001,0.7501,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,top_surface,top_series,1,1
2,450.0,50.0,-100.0,0.6251,0.5001,0.7501,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,top_surface,top_series,1,1
3,300.0,50.0,-300.0,0.5001,0.5001,0.59385,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer1,middle_series,2,2
4,350.0,50.0,-300.0,0.5626,0.5001,0.59385,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer1,middle_series,2,2
5,250.0,50.0,-500.0,0.4376,0.5001,0.4376,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer2,middle_series,3,2
6,350.0,50.0,-500.0,0.5626,0.5001,0.4376,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer2,middle_series,3,2
7,300.0,50.0,-200.0,0.5001,0.5001,0.7501,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,fault_surface,fault_series,4,3
8,300.0,50.0,-700.0,0.5001,0.5001,0.3126,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,fault_surface,fault_series,4,3
9,300.0,50.0,-800.0,0.5001,0.5001,0.2501,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,basement_surface,basement_series,5,4
10,300.0,50.0,-400.0,0.5001,0.5001,0.59385,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,intrusion,intrusion_series,6,5
11,0.0,50.0,-400.0,0.1251,0.5001,0.6251,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,intrusion,intrusion_series,6,5
12,600.0,50.0,-400.0,0.7501,0.5001,0.6251,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,intrusion,intrusion_series,6,5
