,X,Y,Z,X_r,Y_r,Z_r,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series
0,250.0,50.0,-100.0,0.34375,0.5,0.875,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,seabed,seabed_series,1,1
1,450.0,50.0,-100.0,0.46875,0.5,0.875,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,seabed,seabed_series,1,1
2,375.0,50.0,-300.0,0.421875,0.5,0.6875,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer1,layer_series,2,2
3,475.0,50.0,-300.0,0.484375,0.5,0.6875,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer1,layer_series,2,2
4,250.0,50.0,-500.0,0.34375,0.5,0.5625,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer2,layer_series,3,2
5,325.0,50.0,-500.0,0.390625,0.5,0.5625,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer2,layer_series,3,2
6,225.0,50.0,-700.0,0.328125,0.5,0.4375,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,intrusion,intrusion_series,4,3
7,275.0,50.0,-700.0,0.359375,0.5,0.4375,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,intrusion,intrusion_series,4,3
8,425.0,50.0,-900.0,0.453125,0.5,0.3125,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,basement,basement_series,5,4
9,475.0,50.0,-900.0,0.484375,0.5,0.3125,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,basement,basement_series,5,4
