,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series
0,0.0,0.0,0.0,0.0,0.0,1.0,R1,R1_series,1,1
1,0.0,1000.0,0.0,0.0,1.0,1.0,R1,R1_series,1,1
2,1000.0,0.0,0.0,1.0,0.0,1.0,R1,R1_series,1,1
3,1000.0,1000.0,0.0,1.0,1.0,1.0,R1,R1_series,1,1
4,500.0,500.0,-500.0,0.5,0.5,0.5,R2,R2_series,2,2
5,600.0,500.0,-500.0,0.6,0.5,0.5,R2,R2_series,2,2
6,500.0,600.0,-500.0,0.5,0.6,0.5,R2,R2_series,2,2
7,600.0,600.0,-500.0,0.6,0.6,0.5,R2,R2_series,2,2
8,400.0,500.0,-700.0,0.4,0.5,0.3,R3,R3_series,3,3
9,500.0,500.0,-700.0,0.5,0.5,0.3,R3,R3_series,3,3
10,400.0,600.0,-700.0,0.4,0.6,0.3,R3,R3_series,3,3
11,500.0,600.0,-700.0,0.5,0.6,0.3,R3,R3_series,3,3
12,450.0,550.0,-800.0,0.45,0.55,0.2,R4,R4_series,4,4
13,550.0,550.0,-800.0,0.55,0.55,0.2,R4,R4_series,4,4
14,450.0,650.0,-800.0,0.45,0.65,0.2,R4,R4_series,4,4
15,550.0,650.0,-800.0,0.55,0.65,0.2,R4,R4_series,4,4
16,420.0,520.0,-900.0,0.42,0.52,0.1,R5,R5_series,5,5
17,520.0,520.0,-900.0,0.52,0.52,0.1,R5,R5_series,5,5
18,420.0,620.0,-900.0,0.42,0.62,0.1,R5,R5_series,5,5
19,520.0,620.0,-900.0,0.52,0.62,0.1,R5,R5_series,5,5
20,480.0,580.0,-1000.0,0.48,0.58,0.0,R6,R6_series,6,6
21,580.0,580.0,-1000.0,0.58,0.58,0.0,R6,R6_series,6,6
22,480.0,680.0,-1000.0,0.48,0.68,0.0,R6,R6_series,6,6
23,580.0,680.0,-1000.0,0.58,0.68,0.0,R6,R6_series,6,6
24,440.0,540.0,-1100.0,0.44,0.54,-0.1,R7,R7_series,7,7
25,540.0,540.0,-1100.0,0.54,0.54,-0.1,R7,R7_series,7,7
26,440.0,640.0,-1100.0,0.44,0.64,-0.1,R7,R7_series,7,7
27,540.0,640.0,-1100.0,0.54,0.64,-0.1,R7,R7_series,7,7
28,460.0,560.0,-1200.0,0.46,0.56,-0.2,R8,R8_series,8,8
29,560.0,560.0,-1200.0,0.56,0.56,-0.2,R8,R8_series,8,8
30,460.0,660.0,-1200.0,0.46,0.66,-0.2,R8,R8_series,8,8
31,560.0,660.0,-1200.0,0.56,0.66,-0.2,R8,R8_series,8,8
