,X,Y,Z,X_r,Y_r,Z_r,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series
0,200.0,50.0,-150.0,0.3126,0.5001,0.843,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,topography,topography_series,1,1
1,500.0,50.0,-150.0,0.5001,0.5001,0.843,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,topography,topography_series,1,1
2,250.0,50.0,-300.0,0.343,0.5001,0.6876,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer1,layer_series,2,2
3,550.0,50.0,-300.0,0.53135,0.5001,0.6876,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer1,layer_series,2,2
4,350.0,50.0,-600.0,0.4376,0.5001,0.5001,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer2,layer_series,3,2
5,450.0,50.0,-600.0,0.46885,0.5001,0.5001,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,layer2,layer_series,3,2
6,275.0,50.0,-900.0,0.35935,0.5001,0.2501,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,basement,basement_series,4,3
7,375.0,50.0,-900.0,0.40625,0.5001,0.2501,1.000000000001,2.3054614646942163e-12,1.0000612323399569e-12,90.0,89.9999999999252,1.0,basement,basement_series,4,3
8,400.0,50.0,-1200.0,0.4376,0.5001,0.0625,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,intrusion,intrusion_series,5,4
9,350.0,50.0,-1200.0,0.40625,0.5001,0.0625,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,intrusion,intrusion_series,5,4
