,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series
0,100.0,0.0,0.0,0.2501,0.46885,0.5001,R1,R1_series,1,1
1,100.0,100.0,0.0,0.2501,0.53135,0.5001,R1,R1_series,1,1
2,300.0,0.0,0.0,0.3751,0.46885,0.5001,R1,R1_series,1,1
3,300.0,100.0,0.0,0.3751,0.53135,0.5001,R1,R1_series,1,1
4,500.0,0.0,0.0,0.5001,0.46885,0.5001,R1,R1_series,1,1
5,500.0,100.0,0.0,0.5001,0.53135,0.5001,R1,R1_series,1,1
6,200.0,0.0,-200.0,0.3126,0.46885,0.3751,R2,R2_series,2,2
7,200.0,100.0,-200.0,0.3126,0.53135,0.3751,R2,R2_series,2,2
8,400.0,0.0,-200.0,0.4376,0.46885,0.3751,R2,R2_series,2,2
9,400.0,100.0,-200.0,0.4376,0.53135,0.3751,R2,R2_series,2,2
10,250.0,0.0,-250.0,0.3431,0.46885,0.3431,R3,R3_series,3,3
11,250.0,100.0,-250.0,0.3431,0.53135,0.3431,R3,R3_series,3,3
12,350.0,0.0,-250.0,0.4063,0.46885,0.3431,R3,R3_series,3,3
13,350.0,100.0,-250.0,0.4063,0.53135,0.3431,R3,R3_series,3,3
14,220.0,0.0,-220.0,0.3234,0.46885,0.3551,R4,R4_series,4,4
15,220.0,100.0,-220.0,0.3234,0.53135,0.3551,R4,R4_series,4,4
16,280.0,0.0,-220.0,0.3629,0.46885,0.3551,R4,R4_series,4,4
17,280.0,100.0,-220.0,0.3629,0.53135,0.3551,R4,R4_series,4,4
18,230.0,0.0,-230.0,0.3338,0.46885,0.3338,R5,R5_series,5,5
19,230.0,100.0,-230.0,0.3338,0.53135,0.3338,R5,R5_series,5,5
20,270.0,0.0,-230.0,0.3532,0.46885,0.3338,R5,R5_series,5,5
21,270.0,100.0,-230.0,0.3532,0.53135,0.3338,R5,R5_series,5,5
22,240.0,0.0,-240.0,0.3438,0.46885,0.3234,R6,R6_series,6,6
23,240.0,100.0,-240.0,0.3438,0.53135,0.3234,R6,R6_series,6,6
24,260.0,0.0,-240.0,0.3632,0.46885,0.3234,R6,R6_series,6,6
25,260.0,100.0,-240.0,0.3632,0.53135,0.3234,R6,R6_series,6,6
26,210.0,0.0,-210.0,0.3035,0.46885,0.3751,R7,R7_series,7,7
27,210.0,100.0,-210.0,0.3035,0.53135,0.3751,R7,R7_series,7,7
28,290.0,0.0,-210.0,0.3859,0.46885,0.3751,R7,R7_series,7,7
29,290.0,100.0,-210.0,0.3859,0.53135,0.3751,R7,R7_series,7,7
30,215.0,0.0,-215.0,0.3139,0.46885,0.3551,R8,R8_series,8,8
31,215.0,100.0,-215.0,0.3139,0.53135,0.3551,R8,R8_series,8,8
32,285.0,0.0,-215.0,0.3759,0.46885,0.3551,R8,R8_series,8,8
33,285.0,100.0,-215.0,0.3759,0.53135,0.3551,R8,R8_series,8,8
