,X,Y,Z,X_r,Y_r,Z_r,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series
0,250.0,50.0,-100.0,0.4376,0.5001,0.7501,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,top_surface,top_series,1,1
1,700.0,50.0,-200.0,0.6876,0.5001,0.59385,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,lower_layer,lower_series,2,2
2,450.0,50.0,-400.0,0.5626,0.5001,0.4376,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,middle_layer,middle_series,3,3
3,225.0,50.0,-600.0,0.3751,0.5001,0.2501,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,intrusion,intrusion_series,4,4
4,200.0,50.0,-300.0,0.3126,0.5001,0.6251,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,upper_layer,upper_series,5,5
5,550.0,50.0,-250.0,0.6251,0.5001,0.59385,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,lower_layer,lower_series,2,2
6,350.0,50.0,-450.0,0.5001,0.5001,0.4376,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,middle_layer,middle_series,3,3
7,150.0,50.0,-300.0,0.3126,0.5001,0.6251,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,upper_layer,upper_series,5,5
8,650.0,50.0,-250.0,0.6876,0.5001,0.59385,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,lower_layer,lower_series,2,2
9,450.0,50.0,-500.0,0.5626,0.5001,0.4376,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,middle_layer,middle_series,3,3
10,250.0,50.0,-650.0,0.3751,0.5001,0.2501,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,intrusion,intrusion_series,4,4
