,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series
0,150.0,0.0,-100.0,0.3126,0.46885,0.7501,top_surface,top_series,1,1
1,150.0,100.0,-100.0,0.3126,0.53135,0.7501,top_surface,top_series,1,1
2,400.0,0.0,-100.0,0.5001,0.46885,0.7501,top_surface,top_series,1,1
3,400.0,100.0,-100.0,0.5001,0.53135,0.7501,top_surface,top_series,1,1
4,700.0,0.0,-300.0,0.6876,0.46885,0.59385,layer1,middle_series,2,2
5,700.0,100.0,-300.0,0.6876,0.53135,0.59385,layer1,middle_series,2,2
6,900.0,0.0,-300.0,0.7501,0.46885,0.59385,layer1,middle_series,2,2
7,900.0,100.0,-300.0,0.7501,0.53135,0.59385,layer1,middle_series,2,2
8,500.0,0.0,-600.0,0.53135,0.46885,0.4376,layer2,middle_series,3,2
9,500.0,100.0,-600.0,0.53135,0.53135,0.4376,layer2,middle_series,3,2
10,800.0,0.0,-600.0,0.6876,0.46885,0.4376,layer2,middle_series,3,2
11,800.0,100.0,-600.0,0.6876,0.53135,0.4376,layer2,middle_series,3,2
12,200.0,0.0,-400.0,0.3751,0.46885,0.6251,basement_surface,basement_series,4,3
13,200.0,100.0,-400.0,0.3751,0.53135,0.6251,basement_surface,basement_series,4,3
14,600.0,0.0,-800.0,0.6251,0.46885,0.2501,intrusion,intrusion_series,5,4
15,600.0,100.0,-800.0,0.6251,0.53135,0.2501,intrusion,intrusion_series,5,4
16,250.0,0.0,-200.0,0.3751,0.46885,0.7501,onlap_surface,onlap_series,6,5
17,250.0,100.0,-200.0,0.3751,0.53135,0.7501,onlap_surface,onlap_series,6,5
18,550.0,0.0,-500.0,0.53135,0.46885,0.5626,onlap_surface,onlap_series,6,5
19,550.0,100.0,-500.0,0.53135,0.53135,0.5626,onlap_surface,onlap_series,6,5
