,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series
0,150.0,0.0,-100.0,0.3126,0.46885,0.7501,top_surface,top_series,1,1
1,150.0,100.0,-100.0,0.3126,0.53135,0.7501,top_surface,top_series,1,1
2,350.0,0.0,-100.0,0.5001,0.46885,0.7501,top_surface,top_series,1,1
3,350.0,100.0,-100.0,0.5001,0.53135,0.7501,top_surface,top_series,1,1
4,600.0,0.0,-200.0,0.6876,0.46885,0.59385,lower_layer,lower_series,4,2
5,600.0,100.0,-200.0,0.6876,0.53135,0.59385,lower_layer,lower_series,4,2
6,800.0,0.0,-200.0,0.7501,0.46885,0.59385,lower_layer,lower_series,4,2
7,800.0,100.0,-200.0,0.7501,0.53135,0.59385,lower_layer,lower_series,4,2
8,400.0,0.0,-400.0,0.5626,0.46885,0.4376,middle_layer,middle_series,3,3
9,400.0,100.0,-400.0,0.5626,0.53135,0.4376,middle_layer,middle_series,3,3
10,500.0,0.0,-400.0,0.6251,0.46885,0.4376,middle_layer,middle_series,3,3
11,500.0,100.0,-400.0,0.6251,0.53135,0.4376,middle_layer,middle_series,3,3
12,200.0,0.0,-600.0,0.3751,0.46885,0.2501,intrusion,intrusion_series,2,4
13,200.0,100.0,-600.0,0.3751,0.53135,0.2501,intrusion,intrusion_series,2,4
14,250.0,0.0,-600.0,0.4376,0.46885,0.2501,intrusion,intrusion_series,2,4
15,250.0,100.0,-600.0,0.4376,0.53135,0.2501,intrusion,intrusion_series,2,4
16,100.0,0.0,-300.0,0.2501,0.46885,0.6251,upper_layer,upper_series,5,5
17,100.0,100.0,-300.0,0.2501,0.53135,0.6251,upper_layer,upper_series,5,5
18,300.0,0.0,-300.0,0.3751,0.46885,0.6251,upper_layer,upper_series,5,5
19,300.0,100.0,-300.0,0.3751,0.53135,0.6251,upper_layer,upper_series,5,5
