,X,Y,Z,X_r,Y_r,Z_r,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series
0,250.0,50.0,-300.0,0.3751,0.5001,0.7501,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,top_surface,top_series,1,1
1,500.0,50.0,-300.0,0.5001,0.5001,0.7501,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,top_surface,top_series,1,1
2,700.0,50.0,-600.0,0.6251,0.5001,0.59385,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,lower_layer,middle_series,2,2
3,400.0,50.0,-600.0,0.5001,0.5001,0.59385,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,lower_layer,middle_series,2,2
4,400.0,50.0,-900.0,0.5001,0.5001,0.4376,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,basement_layer,bottom_series,3,3
5,200.0,50.0,-900.0,0.3751,0.5001,0.4376,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,basement_layer,bottom_series,3,3
6,175.0,50.0,-400.0,0.3126,0.5001,0.6251,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,intrusive_dike,right_series,4,4
7,350.0,50.0,-700.0,0.4376,0.5001,0.5001,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,intrusive_dike,right_series,4,4
8,650.0,50.0,-1000.0,0.6251,0.5001,0.3126,1.000000000001,1.0000612323399569e-12,1.0000612323399569e-12,90.0,90.0,1.0,intrusive_dike,right_series,4,4
9,500.0,50.0,-500.0,0.53135,0.5001,0.5626,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,upper_layer,middle_series,5,2
10,650.0,50.0,-500.0,0.6251,0.5001,0.5626,1e-12,1e-12,1.000000000001,0.0,0.0,1.0,upper_layer,middle_series,5,2
11,300.0,50.0,-500.0,0.3751,0.5001,0.5626,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,upper_layer,middle_series,5,2
